oid,name,name_en,type,country,address_manual,home,district,subdistrict,town,street,addressline,metro,metro_line,metro_distance,metro_shirota,metro_dolgota,phone,www,email,description,description_en,obj_history,obj_history_en,work_time,for_disabled,coord_shirota,coord_dolgota,ogrn,inn
4205,"Музей гражданской авиации в Санкт-Петербурге (Объединенный музей авиационного предприятия ""Пулково"")",St.Petersburg Museum of Civil Aviation(Joint Museum of Academy of Civil Aviation and Pulkovo Aviation Enterprise),ведомственное учреждение,Россия,"196210, Санкт-Петербург, ул. Пилотов, 38",38,Московский район,муниципальный округ Пулковский меридиан,Санкт-Петербург,улица Пилотов,"Санкт-Петербург, улица Пилотов, 38",,,1.0,,,"+7 (812) 704-15-20, +7(911)126-79-79",http://spbguga.ru/struct/drugie-podrazdeleniya/muzej-grazhdanskoj-aviatsii/,museum@spbguga.ru,"Единственный профессионально организованный авиационный музей в Санкт-Петербурге. Хронологические рамки экспозиции - 1885-1999 гг. Тематика экспозиции: воздухоплавание, авиация и авиационное образование в Петербурге 1890-1919 гг. Авиация северо-запада и авиационное образование в Петрограде - Ленинграде 1920-1970 гг. Современная история Академии гражданской авиации и авиапредприятия ""Пулково"" с 1971 г. В структуре музея - храм Св. Илии в память о защитниках отечества и покорителях воздушного океана",This is the only professionaly organized aviation museum in St.Petersburg. The exposition tells about history of civil aviation in Russia and history of aviation education from 1885 to 1999.,,,"Ежедневно с 10.00 до 17.00, кроме субботы и воскресенья. Только по предварительной договоренности",0,59.818617,30.290706,1027700116950,7712029250
4206,Музей граммофонов и фонографов В.И. Дерябкина,V.I. Deryabkin's Museum of Gramophones and Phonographs,некоммерческая организация,Россия,"191040, Санкт-Петербург, Каменноостровский пр., 32 (вход со стороны сквера)",,Петроградский район,муниципальный округ Аптекарский Остров,Санкт-Петербург,Каменноостровский проспект,"Санкт-Петербург, Каменноостровский проспект",Петроградская,Московско-Петроградская линия,41.0,59.966394,30.311502,+7(812)3460951; +7 (911)700-00-40,,info@grammofonspb.ru,"Создатель музея - бывший цирковой артист, клоун и дрессировщик Владимир Дерябкин. ""Если бы собрать все граммофоны, которые выпускались в мире, это была бы красивейшая коллекция"". Эта фраза, однажды прочитанная им в книге, стала смыслом его жизни. Он создал не просто музей, а настоящий культурный центр.","The museum created by a talented circus artist and famous clown Vladimir Deryabkin is not just a beutiful collection of gramophones, but a true cultural center.",,,Ежедневно с 10.00 до 19.00,0,59.966624,30.310748,1037828052602,7813097190
4207,Музей завода им. М.И. Калинина,"The History Museum of the State Unitary enterprise ""The M.I.Kalininin Works""",ведомственное учреждение,Россия,"199155, Санкт-Петербург, Уральская ул., 1",1,Василеостровский район,муниципальный округ Остров Декабристов,Санкт-Петербург,Уральская улица,"Санкт-Петербург, Уральская улица, 1",Василеостровская,Невско-Василеостровская линия,0,59.942516,30.278274,+7(812)350-89-06;,на реконструкции,mail@zik-spb.ru,"В фондах музея хранятся фотографии и текстовые документы по истории завода им. Калинина (бывшего Трубочного завода), которому в 1999 году исполняется 130 лет. Казенное предприятие, основанное на о-ве Голодае, всегда было уникальным. Продукцией завода были трубки, взрыватели, точный измерительный инструмент. Наиболее известная продукция предприятия: довоенные ""черные тарелки"", ""патефоны"", позже - ""Катюши""",The enterprise was founded in 1869 on  the Goloday island. The enterprise submitted to the State Artillery Department. The availability of top-class toolmakers led to formation of the independent toolmaking factory of Sestroretsk. The best desion office of Rdultovsky was formed on the base our factory. At the time of the USSR the factory spesialized in producing of rocket missiles. Since 1980 the enterprise has been renamed into association.,,,По договоренности,0,59.949812,30.268257,1127847058910,7801566094
4208,Музей истории Аничкова дворца (Санкт-Петербургский городской Дворец творчества юных),Museum of the History of the Anichkov Palace,гос. городское учреждение,Россия,"191011, Санкт-Петербург, Невский пр., 39",39,Центральный район,муниципальный округ № 78,Санкт-Петербург,Невский проспект,"Санкт-Петербург, Невский проспект, 39",Гостиный Двор,Невско-Василеостровская линия,0,59.933938,30.333745,"8(812)310-93-80, 8(812)310-43-95",http://www.anichkov.ru/page/museum/,anichkovmuz@mail.ru,"Музей истории Аничкова дворца был открыт 12 февраля 1991 года. Он располагается в залах Аничкова дворца, где ранее находился Личный музей императора Александра III. Богатая экспозиция рассказывает посетителям об истории дворца — с момента основания и до наших дней.",Museum was opened in 1991. It occupies the halls of the Anichkov Palace. The exposition tells about the history of the palace.,,,Экскурсии проводятся в соответствии с указанным расписанием текущего месяца для индивидуальных посетителей. Расписание см на сайте.,0,59.932793,30.341695,1057812644702,7840325991
4209,Музей истории Военно-морской академии им. Адмирала флота Советского Союза Н.Г. Кузнецова,Admiral of the Fleet of the Soviet Union N.G. Kuznetsov Naval Academy Historical Museum,гос. федеральное учреждение,Россия,"197045, Санкт-Петербург, Ушаковская наб., 17/1",17/1,Приморский район,муниципальный округ Черная Речка,Санкт-Петербург,Ушаковская набережная,"Санкт-Петербург, Ушаковская набережная, 17/1",Чёрная Речка,Московско-Петроградская линия,0,59.985377,30.300902,+7(812)4961618;,http://www.museum.ru/m1979,head@vmanavy.ru,"Экспозиция музея отражает историю создания и функционирования Академии как высшего вуза по подготовке офицерских кадров высшей квалификации, а также научного центра ВМФ. Первая экспозиция музея была открыта в 1968 г., вторая в 1979 г. Наряду с музеем, в Академии функционирует, являясь его филиалом, мемориальный кабинет академика Крылова, который был создан на основании решения НК ВМФ СССР от 11.12.1945 г.","The exposition of the museum reflects the history of creation, development and functioning of the academy as a higher eduction and research centre of Russian Navy. The museum was founded pn the 22nd of February, 1968. More than a thousand of memorial objects, personal and group photos, unique documents, concerning the life and activities of oustanding naval leaders, scientisits, sea explorers, engineers, talanted instructors - graduates of the Navak Academy are exhibited in the muesum",,,"Понедельник, среда, пятница - с 13.00 до 17.00. Только по предварительной договоренности",0,59.984598,30.301774,1027807581636,7814003099
4210,Музей истории войск ордена Ленина Ленинградского военного округа,The Museum of the History of Leningrad Command Armed Forces,гос. федеральное учреждение,Россия,"192028, Санкт-Петербург, Литейный пр., 20",20,Центральный район,муниципальный округ Литейный,Санкт-Петербург,Литейный проспект,"Санкт-Петербург, Литейный проспект, 20",Чернышевская,Кировско-Выборгская линия,0,59.944436,30.359975,+7(812)5788667;,www.museum.ru/M220,,"Экспозиция музея отражает историю Петербургского, Петроградского, Ленинградского военного округа, начиная с 1864 г. по настоящее время. Особый интерес представляет экспозиция залов ""Советско-финская война 1939-1940 гг."", ""Блокадный Ленинград"", ""Прорыв блокады"", ""Снятие блокады"". Музей имеет уникальную картину ""Прорыв блокады Ленинграда"", стрелковое оружие, форму оджеды времен Великой Отечественной войны. В музее работает постоянно действующая выставка, посвященная истории Русской армии","The collection of the museum is devoted to the history of St. Petersburg, Petrorgad, Leningrad, military district since 1864 till today. The most interesting exhibitions are: The history of St. Petersburg (Petrograd) military Region since 1864 till 1917; the Soviet-Fiinish war of 1939-1940, Siegeof Lenigrad, the breaking of the Siege. The museum has a unique colletion of pictures, weapons, military uniform of the Great Patriotic War period. There is a permanent exhibition devoted to the history of Russian Army",,,"Ежедневно с 10.00 до 18.00, кроме субботы и воскресенья. Суббота и воскресенье - по предварительной договоренности",0,59.943575,30.349043,1037843103187,7825010700
4211,Музей истории гимназии Карла Мая Санкт-Петербургского института информатики и автоматизации РАН,The Museum of the History of Karl Mai Gymnasium at the St.Petersburg Institute of Information Science and Automatisation,гос. федеральное учреждение,Россия,"199178, Санкт-Петербург, В.О., 14-я линия, 39",39,Василеостровский район,муниципальный округ № 7,Санкт-Петербург,14-я линия В.О.,"Санкт-Петербург, 14-я линия В.О., 39",Василеостровская,Невско-Василеостровская линия,0,59.942516,30.278274,328-33-11; 531-64-59 (дом.),www.karl-may.narod.ru,museum@iias.spb.su,"Энтузиасты и выпускники школы решили создать музей, рассказывающий о традициях замечательной школы. Были собраны документы, хранящиеся в семьях выпускников,предметы, принадлежавшие школе и чудом сохранившиеся до наших дней. В 1995г. музей был открыт в последнем здании школы, в котором в настоящее время находится Санкт-Петербургский институт информатики и автоматизации Российской академии наук(СПИИРАН). С тех пор музей посетили многие известные люди.","The Museum, situated in the building of the Institute of Information Science and Automatisation tells about the history of Karl Mai Gymnasium, that served as a base for rhe Institute.",,,По договоренности,0,59.939735,30.269434,1027800514411,7801003920
4212,"Музей истории государственных бумаг России Санкт-Петербургской бумажной фабрики ""Гознак""","The Museum of the History of the State-Papers of the St.Petersburg Paper-Mill ""GOZNAK""",ведомственное учреждение,Россия,"190103, Санкт-Петербург, наб. р. Фонтанки, 144",144,Адмиралтейский район,муниципальный округ Екатерингофский,Санкт-Петербург,набережная реки Фонтанки,"Санкт-Петербург, набережная реки Фонтанки, 144",Балтийская,Кировско-Выборгская линия,0,59.907149,30.299564,+7(812)5751479;,http://spbf.goznak.ru/about/today/museum/,goznak@goznak.spb.ru,"Музей фабрики Гознака на набережной Фонтанки предлагает посетителям осмотреть экспозицию, посвященную истории работы фабрики, а также истории бумажных денег в России.",The museum tells about the history of the Paper-Mill and  displays the collection of Russian  State-Papers.,,,"с понедельника по четверг с 08:00 до 16:45, пятница — с 08:00 до 15:30",0,59.915323,30.289583,5067847144382,7813352058
4213,"Музей истории денежного обращения ""Конрос""",The Museum of Monetary Circulation History,негосударственное учреждение,Россия,"197342, Санкт-Петербург, Сердобольская ул., 65, лит. а",65,Приморский район,муниципальный округ Черная Речка,Санкт-Петербург,Сердобольская улица,"Санкт-Петербург, Сердобольская улица, 65",Чёрная Речка,Московско-Петроградская линия,0,59.985377,30.300902,+7 (812) 640-07-07,www.conros.ru/1/museum/,conros@conros.ru,"Уникальный частный музей истории денежного обращения - одна из крупнейших в мире коллекций, посвященных русской нумизматике.",This unique private museum of the monetary circulation hosts one of the world's biggest collections of Russian coins.,,,По договоренности,0,59.986763,30.312122,1027801563382,7802098145
4214,"Музей истории завода ""Двигатель""","The Museum of the History of ""Dvigatel"" Factory",ведомственное учреждение,Россия,"194044, Санкт-Петербург, Пироговская наб., 13",13,Выборгский район,муниципальный округ Сампсониевское,Санкт-Петербург,Пироговская набережная,"Санкт-Петербург, Пироговская набережная, 13",Площадь Ленина,Кировско-Выборгская линия,0,59.955611,30.35605,+7(812)2921069;,http://www.dvigatel.net/history.html,dvigatel@gidropribor.ru,Музей рассказывает об истории одного из старейших оборонных заводов России,The museum tells about the history of one of the oldest military factories in Russia,,,По договоренности,0,59.96071,30.339251,1027800001206,7802059379
4215,"Музей истории завода ""Красный Октябрь""",The Museum of Krasny Octiabr JSC,ведомственное учреждение,Россия,"194100, Санкт-Петербург, Политехническая ул., 13-15",13-15,Калининский район,муниципальный округ Гражданка,Санкт-Петербург,Политехническая улица,"Санкт-Петербург, Политехническая улица, 13-15",Площадь Мужества,Кировско-Выборгская линия,0,59.999971,30.366362,+7(812)2929636;,http://www.koavia.com/,info@koavia.com,"В музее завода, основанного в 1891 году, можно увидеть образы выпускаемой продукции и познакомиться с историей предприятия",In the museum you can see the specimen products and learn about the hisory of the company.,,,По договоренности,0,59.996632,30.365814,1027802490572,7804159587
4216,"Музей истории кирпича (Группа компаний «Группа ЛСР», бывш. завод ""Керамика"")","The Museum of the History of the Brick ( old ""Keramika"" Factory)",ведомственное учреждение,Россия,"193091, Санкт-Петербург, г. Колпино, ул. Загородная, дом 9",59,Фрунзенский район,муниципальный округ № 75,Санкт-Петербург,Южное шоссе,"Санкт-Петербург, Южное шоссе, 59",Международная,Фрунзенско-Приморская линия,0,59.870203,30.379289,+7(812)3348718;,http://www.lsrstena.ru/,,"Первый в России музей кирпича. Коллекция керамических кирпичей насчитывает около 500 образцов кирпича от древности до наших дней. Возраст самого старого экспоната  -  более 2500 лет,  привезен он из греческого города Дельфы.",The first brick's museum in Russia. There are more than 500 different bricks from ancient  to modern. The oldest museum's item made in Greece 2500 years ago.,,,По предварительной договоренности,0,59.855774,30.400696,5067847227300,7838360491
4217,Музей истории Колпинской детской больницы (в здании Детской городской больницы № 22),The Museum of the History of The Kolpino Children's Hospital,гос. городское учреждение,Россия,"196657, Санкт-Петербург, г. Колпино, Заводской пр., 1",1,Колпинский район,,Санкт-Петербург,Заводской проспект,"Санкт-Петербург, Колпино, Заводской проспект, 1",,,1.0,,,+7(812)4630917; +7(812)4826996;,http://dgb22spb.ru/o-bolnice/istoriya/,dgb@rambler.ru; db@zdrav.spb.ru,"Музей истории Детской больницы был открыт к 50-ти летнему Юбилею в 1999 году.
Музей  расположен  в  Детской  городской  больнице №22, по  адресу: Колпино, Заводской пр., дом 1, находится  на  втором  этаже, вход по  центральной  лестнице. Музей состоит из 2-х смежно расположенных залов (основной зал и мемориальный кабинет).  В основном зале размещены 7 стендов  и  5  витрин.
Представлена  история  детской  стационарной  помощи  и детской больницы , официально  открытой  в г.  Колпино  в  1949  году.  Экспонаты  музея :  исторические  документы, истории  болезни, личные  вещи  сотрудников, награды  сотрудников, альбомы  с фотографиями, книги.",The Museum of the History of The Kolpino Children's Hospital was opened in 1999 for the 50 years anneversary of the hospital. It tells about the history of the medical service for children and the local history of the hospital.,,,"Справки  по  работе  музея  можно  получить  по  телефону:
463-09-17  с 9  до 17 часов.",0,59.738348,30.558063,1027808761485,7817015310
4218,Музей истории Кронштадта,The Museum of History of Kronstadt,гос. районное учреждение,Россия,"197760, Санкт-Петербург, г. Кронштадт, ул. Ленинградская, 2",2,Кронштадтский район,,Санкт-Петербург,Ленинградская улица,"Санкт-Петербург, Кронштадт, Ленинградская улица, 2",,,1.0,,,+7(812)4350873; +7(812)3119134; +7(812)3119345;,www.kronstadt.ru/museum,kronmus@yandex.ru,"Музей был создан усилиями энтузиастов городского клуба краеведов при поддержке Администрации Кронштадтского района. Основное направление в музее - рассказ об освоении острова Котлин, строительстве и развитии города, быт и культура горожан. О военных достижениях Кронштадтского гарнизона рассказывает филиал центрального военно-морского музея ""Кронштадтская крепость""",The museum was craeted by the local history enthisiasts. It tells about the settling and develoment of the Kotlin Island.,,,Ежедневно с 11.00 до 17.00 (с октября по апрель выходной - среда),0,59.987168,29.792564,1027808868031,7818011421
4219,Музей истории Ленинградского оптико-механического объединения,The Museum of the History of LOMO PLC St.Petersburg,ведомственное учреждение,Россия,"194044, Санкт-Петербург, Чугунная ул., 20",20,Калининский район,муниципальный округ Финляндский,Санкт-Петербург,Чугунная улица,"Санкт-Петербург, Чугунная улица, 20",Выборгская,Кировско-Выборгская линия,0,59.970925,30.347408,+7(812)2925215;,http://www.lomo.ru/site/about/index.php?stid=153&any=y,lszalman@lomo.sp.ru,Музей открыт в 1985 году и посвящен вековой истории завода.,The museum was opened in 1985 and is dedicated to 100-year history of the factory,,,"Пн-пт: 9.00 до 16.00. О посещении Музея необходимо заранее договориться:
• для граждан РФ – за два рабочих дня по телефону (812) 292-52-15 или электронной почте lszalman@lomo.sp.ru;
• для граждан иных государств – по предварительной (за 10 рабочих дней) письменной заявке, направленной по электронной почте lszalman@lomo.sp.ru с приложением копий паспортов желающих посетить музей (экскурсия проводится на русском языке)",0,59.970029,30.358556,1027802498514,7804002321
4220,Музей истории милиции Культурного центра ГУВД по Санкт-Петербургу и Ленинградской области,The Museum of the Histoty of Militia at the Saint-Petersburg and Leningrad Region Chief Directorate of Internal Affairs Cultural Centre,ведомственное учреждение,Россия,"191024, Санкт-Петербург, ул. Полтавская, 12",12,Центральный район,муниципальный округ Лиговка-Ямская,Санкт-Петербург,Полтавская улица,"Санкт-Петербург, Полтавская улица, 12",Площадь Восстания,Кировско-Выборгская линия,0,59.931517,30.360559,+7(812)7179536; +7(812)7179663;,http://www.kcgumvdspb.ru/museum,,"Музей Краснознаменной Ленинградской милиции был открыт в ноябре 1977 года. Был признан одним из лучших музеев в системе МВД России в 2001 году.Выдвигается на соискание премии МВД России в номинации ""Музейное дело"". Музей хранит материалы уголовных дел прошлых лет, судьбы оперативных работников и следователей. Экспозиция музея рассказывает о становлении, развитии и деятельности ОВД.",The museum was established in 1977. In 2001 it was aded to the list of the best museums in the Ministry of Internal Affairs system.  It displays the archive criminal cases and tells about the most remarkable officers and investigators.,,,"все будние дни недели кроме выходных и праздничных дней, с 10.00 до 17.00 часов  по предварительным заявкам",0,59.927306,30.370342,1037843014032,7825705533
4221,Музей истории Научно-исследовательского института экспериментальной медицины Российской Академии медицинских наук,The Museum of the History of The Russian Academy of Sciences Institute of Experimental Medicine,гос. федеральное учреждение,Россия,"197376, Санкт-Петербург, ул. Академика Павлова, 12",,Петроградский район,муниципальный округ Аптекарский Остров,Санкт-Петербург,,"Санкт-Петербург, Петроградский район, улица Академика Павлова, 12",Чёрная Речка,Московско-Петроградская линия,0,59.985377,30.300902,+7(812)2342900;,http://iemspb.ru/institute/museum/,iem@iem.spb.ru; iem@iemrams.ru,Музей истории научно-исследовательского института экспериментальной медицины (ИЭМ) создан в 1990 году в канун 100-летнего юбилея института. В экспозиции нашли свое отражение история создания и деятельность всех научных подразделений НИИ.,"The Museum of the History of The Russian Academy of Sciences Institute of Experimental Medicine was established in 1990,",,,Музей открыт по рабочим дням 10.00-17.00 Только экскурсионное обслуживание по предварительной договоренности,0,59.977242,30.310595,1037828000198,7813045787
4222,Музей истории Невского завода,"Museum of The History of The ""Nevsky"" Factory",ведомственное учреждение,Россия,"193029, Санкт-Петербург, пр. Обуховской обороны, 51",51,Невский район,муниципальный округ Невская Застава,Санкт-Петербург,проспект Обуховской Обороны,"Санкт-Петербург, проспект Обуховской Обороны, 51",Елизаровская,Невско-Василеостровская линия,0,59.896644,30.423774,+7(812)4482209 (доб. 12-40);,http://www.nzl.spb.ru/,nzl@reph.ru,,,,,ПН-ПТ 10.00-18.00 по предварительной договоренности,0,59.904302,30.419453,1077847587003,7806369727
4223,Музей истории Обуховского завода,"Museuь of the History of ""Obykhovsky"" Factory",ведомственное учреждение,Россия,"193012, Санкт-Петербург, пр. Обуховской обороны, 120",120,Невский район,муниципальный округ Рыбацкое,Санкт-Петербург,проспект Обуховской Обороны,"Санкт-Петербург, проспект Обуховской Обороны, 120",Пролетарская,Невско-Василеостровская линия,0,59.865122,30.470315,+7(812)3639145;,http://www.goz.ru/,,,,,,По договоренности,0,59.863165,30.475876,1037825058732,7811144648
4224,Центр истории Парламентаризма в России,Center of History of Parliamentarism in Russia,ведомственное учреждение,Россия,"191015, Санкт-Петербург, Шпалерная ул., 47 (Таврический дворец)",47,Центральный район,муниципальный округ Смольнинское,Санкт-Петербург,Шпалерная улица,"Санкт-Петербург, Шпалерная улица, 47",Чернышевская,Кировско-Выборгская линия,0,59.944436,30.359975,+7(812)3266911;,http://parlament-history.ru/,kla@iacis.ru,"Музей открыт в 2006 году. Музейная коллекция посвящена работе первой Государственной Думы, выдающимся политикам дореволюционной России, попыткам диалога граждан страны с властями в эпоху СССР, а также основным этапам создания парламентов стран Содружества.","The museum was opened in 2006. Its collection is dedicated to the 1st State Duma, outstanding politicians in Tsarist Russia, internal policy of USSR and  parliament development in CIS countries",,,"Посещение по предварительной договоренности при условии документов, удостоверяющих личность посетителей
Понедельник — пятница: с 10.00 до 16.00",0,59.947559,30.375624,1077800030065,7840017958
4225,Музей истории российского пивоварения,Museum of History of Brewing at the Stepan Razin Brewery,ведомственное учреждение,Россия,"198035, Санкт-Петербург, Степана Разина ул., 9",9,Адмиралтейский район,муниципальный округ Екатерингофский,Санкт-Петербург,улица Степана Разина,"Санкт-Петербург, улица Степана Разина, 9",Нарвская,Кировско-Выборгская линия,0,59.901111,30.275004,"+7(812)3311212 (доб. 306, 348);",http://www.heinekenrussia.ru/beer/museum_of_history_of_the_russian_beer/,galina.klyarovskaya@heineken.com,Открыт в 1995 году и посвящен истории пивоварения.,The museum was opened in 1995 and is dedicated to the history of brewing in Russia and the whole world,,,"Среда, пятница 11:00-17:00 по предварительным заявкам (по предъявлению паспорта) 8 (911) 708-39-08",0,59.912396,30.266308,1027801527467,7802118578
4226,Музей истории подводного флота,Museum of History of Submarine Forces,ведомственное учреждение,Россия,"198093, Санкт-Петербург, Морской пер., 3",3,Адмиралтейский район,муниципальный округ Екатерингофский,Санкт-Петербург,Морской переулок,"Санкт-Петербург, Морской переулок, 3",Балтийская,Кировско-Выборгская линия,0,59.907149,30.299564,+7 (812) 251-05-96,http://www.museum.ru/m1983,,Экспозиция музея посвящена истории подводного кораблестроения и ратным подвигам военных моряков. В музее собраны уникальные модели дизельных и атомных подводных лодок,The museum is dedicated to the history of submarine shipbuilding and deeds of Russian seamen. The museum's collection includes models of diesel  and atomic-powered submarines.,,,"Пн-пт 10:00-18:00, только по предварительной договоренности",0,59.910609,30.296204,0,
4227,Музей истории подводных сил России им. А.И. Маринеско,A.I.Marinesko Museum of Russian Submarine Forces,гос. районное учреждение,Россия,"195271, Санкт-Петербург, Кондратьевский пр., 83, корп. 1",83к1,Калининский район,муниципальный округ Финляндский,Санкт-Петербург,Кондратьевский проспект,"Санкт-Петербург, Кондратьевский проспект, 83к1",Политехническая,Кировско-Выборгская линия,0,60.008842,30.370854,+7(812)5436191; 8 (812) 543-61-94,музеймаринеско.рф,mpsr@rambler.ru,Единственный в России государственный музей истории подводных сил,The only one museum in Russia dedicated to the history of submerged forces,,,"Среда – четверг: 10.30 – 18.00
Пятница: 10.30 – 17.00
Суббота – воскресенье: 11.00 – 17.00
Выходные дни: Понедельник, вторник,  последняя пятница  месяца.",0,59.982595,30.398756,1027802521339,7804068467
4228,Музей истории Пролетарского завода (бывший Санкт-Петербургский Александровский завод),Museum of History of Proletarsky Factory (former St.Petersburg Aleksandrovsky Factory),ведомственное учреждение,Россия,"190029, Санкт-Петербург, пр. Обуховской обороны, 125",125,Невский район,муниципальный округ Ивановский,Санкт-Петербург,проспект Обуховской Обороны,"Санкт-Петербург, проспект Обуховской Обороны, 125",Ломоносовская,Невско-Василеостровская линия,0,59.877253,30.441812,+7(812)6001280 (доб. 1510);,www.proletarsky.ru,info@proletarsky.ru,"Музей состоит из трех залов, каждый из которых посвящен одному из этапов развития завода. Особый интерес вызывают модели и макеты продукции завода.",The museum includes three halls dedicated to one part of the factory's history each. There are also attractive models of factory's products.,,,"пн-вт, чт 10.00–18.00, посещение только по предварительной заявке",0,59.887968,30.438012,1027806079289,7811039386
4229,Музей истории развития общественного питания Санкт-Петербургского Экономико-технологического колледжа питания,Museum of History of Catering at St.Petersburg Economic and Techical College of Catering,ведомственное учреждение,Россия,"197183, Санкт-Петербург, Приморский пр., 63",63,Приморский район,муниципальный округ Черная Речка,Санкт-Петербург,Приморский проспект,"Санкт-Петербург, Приморский проспект, 63",Старая Деревня,Фрунзенско-Приморская линия,0,59.989238,30.255178,+7(812)430-22-70,www.etkp.spb.ru/about/museum,mail@etkp.spb.ru,"В экспонаты музея вошли ретро-фотографии, эксклюзивные меню, старинные кулинарные книги, журналы, редкая коллекция образцов утвари, посуды и различных поварских приспособлений.","The museum's collection includes old photos, exclusive menu, old recipe-books, magazines and a collection of cooking outfit.",,,Пн-пт. Запись по телефону:  430-22-70,0,59.983072,30.270377,1037832009160,7814008072
4230,Музей истории Российского государственного педагогического университета им. А.И. Герцена,Museum of History of Herzen State Pedagogical University,гос. федеральное учреждение,Россия,"191186, Санкт-Петербург, наб. р. Мойки, 48, корп. 20а, 3 этаж",48к4,Центральный район,муниципальный округ № 78,Санкт-Петербург,набережная реки Мойки,"Санкт-Петербург, набережная реки Мойки, 48к4",Невский Проспект,Московско-Петроградская линия,0,59.935421,30.327052,+7(812)5717154;,www.herzen.spb.ru/main/activity/museum,"museum@herzen.spb.ru, kolosovaem@herzen.spb.ru, andreevanv@herzen.spb.ru",Основан в 1974 году. Музей посвящен истории университета и его роли в российской педагогике.,The museum was founded in 1974. It is dedicated to the university's history and its role in Russian pedagogics,,,Запись на посещение и экскурсии по телефону: 571-71-54,0,59.934813,30.321447,1027809233429,7808027849
4231,Музей истории Русского географического общества,Museum of History of Russian Geographical Society,некоммерческая организация,Россия,"190000, Санкт-Петербург, Гривцова пер., 10",10,Адмиралтейский район,муниципальный округ Сенной,Санкт-Петербург,переулок Гривцова,"Санкт-Петербург, переулок Гривцова, 10",Садовая,Фрунзенско-Приморская линия,0,59.926413,30.318285,+7(812)3158335;,https://www.rgo.ru/ru/obshchestvo/shtab-kvartira-v-sankt-peterburge/muzey,mus-rgo@mail.ru,"Открыт в 1986 году. Коллекция включает мемориальные вещи известных русских путешественников, а также материалы экспедиций",The museum was founded in 1986. Its collection includes memorial items were owned by famous Russian travellers and were got in expeditions of The Russian Geographical Society,,,По предварительной записи,0,59.930363,30.314089,1037858010970,7812011023
4232,Музей истории Санкт-Петербургского государственного технологического института,Museum of History of St.Petersburg State Institute of Technology,гос. федеральное учреждение,Россия,"190013, Санкт-Петербург, Московский пр., 26",26,Адмиралтейский район,муниципальный округ Семеновский,Санкт-Петербург,Московский проспект,"Санкт-Петербург, Московский проспект, 26",Технологический Институт,Московско-Петроградская линия,0,59.916437,30.318824,+7(812)4949356;,www1.lti-gti.ru/museum,museum@lti-gti.ru,"Музей основан в 1950 году. Коллекция музея включает личные документы ученых, архивы кафедр, грамоты института, авторские свидетельства, рукописи; фотографии; печатные издания XIX – XX веков, в том числе с автографами Д. И. Менделеева.","The museum was founded in 1950. Its collection includes documents of scientists, archival depository, scientific manuscripts, photos, publications of XIX-XX centuries, such as Dmitry Mendeleev's articles.",,,Пн-пт 10:00-18:00 по предварительной договоренности,0,59.918832,30.319003,1027810258761,7809012725
4233,Музей истории Санкт-Петербургского государственного технологического университета растительных полимеров,Museum of History of Saint-Petersburg Institute of Technology and Plant Polymers,гос. федеральное учреждение,Россия,"198055, Санкт-Петербург, ул. Ивана Черных, 4",4,Кировский район,муниципальный округ Нарвский,Санкт-Петербург,улица Ивана Черных,"Санкт-Петербург, улица Ивана Черных, 4",Нарвская,Кировско-Выборгская линия,0,59.901111,30.275004,+7(812)7465492;,www.gturp.spb.ru,mail@gturp.spb.ru,"Экспозиция музея показывает работы ученых по созданию новых технологий, разработке новых видов продукции.","The museum's exposition shows  the new technologies creation, development of the new types of products.",,,"пн-пт: 11:00-17:30, посещение только по предварительной договоренности",0,59.900362,30.277744,1027802725422,7805012001
4234,Музей истории Санкт-Петербургского Государственного университета (Отдел Музейного комплекса СПбГУ),Museum of History of Saint-Petersburg State University,гос. федеральное учреждение,Россия,"199034, Санкт-Петербург, Университетская наб., 7/9
Месторасположение: Главное здание СПбГУ (Здание Двенадцати Коллегий) вход с Менделеевской линии, 3 этаж.",9,Василеостровский район,муниципальный округ № 7,Санкт-Петербург,Университетская набережная,"Санкт-Петербург, Университетская набережная, 9",Адмиралтейская,Фрунзенско-Приморская линия,0,59.935867,30.31523,+7(812)3289683;,http://muskompleks.spbu.ru/muzei-spbgu.html?id=7,museum@spbu.ru,"Основан в 1945 году. Музей содержит личные фонды ученых, фонды общественно-политического движения, документальные материалы и фотособрание.","The museum was founded in 1945. It includes private items of university's scientists, a fund of socio-political movement, documents and photos.",,,"Для посетителей: среда, четверг, 11.00 - 17.00. Вход свободный
Проведение экскурсий: 11.00 - 17.00, по предварительной записи.
Выходные - суббота, воскресенье",0,59.940307,30.300049,1037800006089,7801002274
